gene	scaffold	start	end	exonLen	CDSlen	nonCDSLen	eExp	kExp	eRPK	kRPK	eTPM	kTPM	eSyn#	eSyns	eMis#	eMiss	kSyn#	kSyns	kMis#	kMiss	eSynFix	eMisFix	kSynFix	kMisFix	epN/pS	kpN/pS
LOC103893965	NW_008794623.1	31992	32348	356	356	0	419	2647	1176.96629213483	7435.39325842697	22.7462982952213	156.161504761056	0	0	0	0	0	0	0	0	0	0	0	0		
LOC103893970	NW_008794623.1	11596	12054	343	343	115	2	513	5.83090379008746	1495.62682215743	0.112689273963397	31.4118335091953	0	0	0	0	1	4	0	0	0	0	0	0		0
LOC103893973	NW_008794623.1	173269	180265	6505	6505	491	3	18	0.461183704842429	2.76710222905457	0.00891293335190896	0.0581159372339982	3	4	8	106	0	0	7	59	2	2	1	4	2.66666666666667	
LOC103893976	NW_008794623.1	274790	281196	953	953	5453	80	79	83.9454354669465	82.8961175236097	1.62234715506591	1.74102189371957	0	0	0	0	0	0	0	0	0	0	0	0		
LOC103893977	NW_008794623.1	283664	287396	841	841	2891	18	27	21.4030915576694	32.1046373365042	0.413640652467309	0.674276168324301	0	0	0	0	0	0	0	0	0	0	0	0		
LOC103893980	NW_008794623.1	295130	297399	1364	716	1553	317	349	442.737430167598	487.430167597765	8.55643676488417	10.2372296652544	0	0	0	0	0	0	0	0	0	0	0	0		
LOC103893993	NW_008794624.1	985556	991780	1663	1591	4633	82234	66866	51686.9893148963	42027.6555625393	998.913634821294	882.683901996328	1	1	5	8	6	47	1	1	1	0	2	0	5	0.166666666666667
LOC103894002	NW_008794624.1	1634893	1638533	1608	1602	2038	973	710	607.365792759051	443.196004993758	11.7380791520818	9.30820370065481	2	2	3	3	4	73	2	2	0	0	0	0	1.5	0.5
LOC103894003	NW_008794624.1	1653856	1685365	6807	6198	25311	16761	41503	2704.25943852856	6696.19232010326	52.2630871143006	140.636471069182	8	39	11	28	11	75	25	115	4	2	0	4	1.375	2.27272727272727
LOC103894015	NW_008794624.1	1013039	1018512	1648	1633	3840	1657	976	1014.69687691366	597.672994488671	19.610245421424	12.552599564067	0	0	2	2	5	25	6	38	0	0	1	1		1.2
LOC103894020	NW_008794624.1	1622519	1623415	652	652	244	151	86	231.59509202454	131.901840490798	4.47585549569496	2.7702623352774	0	0	0	0	0	0	0	0	0	0	0	0		
LOC103894022	NW_008794624.1	1639697	1644185	1603	1603	2885	113	131	70.4928259513412	81.7217716781036	1.36235919199854	1.71635774913834	5	64	2	4	3	48	7	9	1	0	0	0	0.4	2.33333333333333
LOC103894026	NW_008794624.1	1712607	1728187	3737	3737	11843	5580	4206	1493.17634466149	1125.50173936313	28.8574403277367	23.6382984895833	7	40	2	2	9	24	3	3	0	0	1	0	0.285714285714286	0.333333333333333
LOC103894029	NW_008794625.1	209422	215936	1026	1026	5488	31	38	30.2144249512671	37.037037037037	0.583930336283041	0.777868666064111	0	0	6	14	0	0	3	51	0	1	0	0		
LOC103894032	NW_008794625.1	347189	349692	1434	680	1823	29	42	42.6470588235294	61.7647058823529	0.824206035377875	1.2972103931128	4	14	1	1	1	9	1	1	0	0	0	0	0.25	1
LOC103894033	NW_008794625.1	398205	439480	5837	4018	37257	4784	3751	1190.64211050274	933.549029367845	23.0106000395503	19.6068205308549	4	13	8	77	5	23	6	13	0	0	0	1	2	1.2
LOC103894038	NW_008794625.1	980585	1007623	1472	809	26229	86	74	106.304079110012	91.4709517923362	2.0544550082647	1.92111445586662	0	0	2	7	0	0	1	33	0	0	0	0		
LOC103894043	NW_008794625.1	80002	105921	866	866	25053	142	62	163.972286374134	71.5935334872979	3.16896292012772	1.50363989259968	0	0	3	49	2	2	5	26	1	0	0	2		2.5
LOC103894044	NW_008794625.1	134950	135882	932	932	0	1	13	1.07296137339056	13.9484978540773	0.020736277344123	0.292952684322428	1	1	3	5	0	0	2	37	0	1	1	0	3	
LOC103894045	NW_008794625.1	139755	140723	968	968	0	4	4	4.13223140495868	4.13223140495868	0.0798603739038124	0.0867869999327728	0	0	2	47	1	4	1	1	0	4	1	1		1
LOC103894046	NW_008794625.1	148174	150541	979	935	1432	2	1	2.13903743315508	1.06951871657754	0.0413394876678558	0.0224625176296588	2	9	1	1	0	0	0	0	1	0	1	1	0.5	
LOC103894047	NW_008794625.1	379838	382894	1197	442	2614	2956	2518	6687.78280542986	5696.83257918552	129.249498173846	119.647464097364	0	0	0	0	4	48	1	2	0	0	0	0		0.25
LOC103894081	NW_008794630.1	174997	216725	3808	2406	39322	6740	6407	2801.33000831255	2662.92601828761	54.1390933778181	55.9279811611656	8	25	2	10	3	6	0	0	0	0	0	0	0.25	0
LOC103894083	NW_008794630.1	264604	281099	2829	1292	15203	2074	1895	1605.26315789474	1466.71826625387	31.0236536728442	30.8046828940946	2	34	9	22	1	5	0	0	0	0	0	1	4.5	0
LOC103894087	NW_008794630.1	445608	446512	904	782	122	1	0	1.27877237851662	0	0.0247138241492616	0	5	25	1	1	1	2	0	0	0	0	0	0	0.2	0
LOC103894088	NW_008794630.1	550340	561159	2104	1304	9515	637	427	488.496932515337	327.453987730061	9.44079453893274	6.87733730908983	7	46	4	23	3	8	3	3	0	0	0	0	0.571428571428571	1
LOC103894090	NW_008794630.1	600824	625267	3410	1972	22471	859	535	435.598377281947	271.298174442191	8.41846592615452	5.69792742459234	9	48	6	20	4	4	5	59	0	0	0	0	0.666666666666667	1.25
LOC103894091	NW_008794630.1	631599	666396	3061	2666	32131	5696	2365	2136.53413353338	887.096774193548	41.2911083724606	18.6312091791162	8	24	14	62	9	67	9	95	0	0	0	1	1.75	1
LOC103894093	NW_008794630.1	713378	718421	721	671	4372	128	76	190.760059612519	113.263785394933	3.68666906414977	2.37881744078026	0	0	0	0	2	37	1	1	0	0	0	0		0.5
LOC103894094	NW_008794630.1	756143	762471	1476	1476	4852	2	1	1.3550135501355	0.677506775067751	0.0261872770795699	0.0142293048670264	6	64	1	1	4	4	0	0	0	0	1	1	0.166666666666667	0
LOC103894096	NW_008794630.1	773538	802575	2572	2572	26465	17	47	6.60964230171073	18.2737169517885	0.127739338351588	0.383792899391663	10	97	17	81	8	103	12	166	0	2	0	1	1.7	1.5
LOC103894097	NW_008794630.1	833778	835027	1249	890	359	960	636	1078.65168539326	714.606741573034	20.8462495116109	15.0084952063516	2	5	1	2	2	6	0	0	0	0	0	0	0.5	0
LOC103894098	NW_008794630.1	936172	962815	1351	1351	25292	250	249	185.048112509252	184.307920059215	3.57627877215444	3.87091860988084	2	10	0	0	0	0	1	6	0	0	0	0	0	
LOC103894099	NW_008794630.1	993940	1008189	1562	978	13271	3227	2508	3299.59100204499	2564.41717791411	63.7685902190182	53.8590537742304	5	40	1	1	1	1	0	0	0	0	0	0	0.2	0
LOC103894108	NW_008794630.1	1557035	1700392	7589	3924	139433	8581	9039	2186.79918450561	2303.51681957187	42.2625413275751	48.3795060038085	18	107	6	16	15	158	5	17	0	0	0	1	0.333333333333333	0.333333333333333
LOC103894109	NW_008794630.1	1761331	1776872	1370	831	14710	0	0	0	0	0	0	1	2	1	3	0	0	0	0	0	0	0	0	1	
LOC103894114	NW_008794630.1	1868386	1885582	2040	2040	15156	1369	1034	671.078431372549	506.862745098039	12.9694030164634	10.6453614799891	9	24	3	5	6	13	2	41	0	0	0	0	0.333333333333333	0.333333333333333
LOC103894115	NW_008794630.1	1937719	1946435	907	749	7967	159	141	212.283044058745	188.251001335113	4.10262679181695	3.953732992932	2	14	1	1	2	43	1	1	0	0	0	0	0.5	0.5
LOC103894116	NW_008794630.1	1966934	1985766	4777	1013	17819	5453	3451	5383.02073050346	3406.71273445212	104.033391681335	71.5493274411211	1	2	0	0	3	10	0	0	0	0	0	0	0	0
LOC103894125	NW_008794630.1	225161	229482	2045	748	3573	4296	2945	5743.31550802139	3937.16577540107	110.996524388193	82.6901430241816	5	9	1	1	4	14	0	0	0	0	0	0	0.2	0
LOC103894126	NW_008794630.1	567116	577920	571	423	10381	631	801	1491.72576832151	1893.6170212766	28.8294061840661	39.7706043521715	3	60	1	1	0	0	2	4	0	0	0	0	0.333333333333333	
LOC103894127	NW_008794630.1	708257	719069	540	348	10464	457	362	1313.2183908046	1040.22988505747	25.3795350330984	21.8473802934213	1	2	0	0	3	38	1	1	0	0	0	0	0	0.333333333333333
LOC103894128	NW_008794630.1	720732	730845	2627	2627	7486	52	43	19.7944423296536	16.3684811572136	0.382551558890588	0.343778272287946	13	59	11	45	7	19	9	35	0	0	0	0	0.846153846153846	1.28571428571429
LOC103894130	NW_008794630.1	969420	980196	480	466	10310	532	347	1141.63090128755	744.635193133047	22.0633990941468	15.6391663784435	0	0	0	0	0	0	0	0	0	0	0	0		
LOC103894131	NW_008794630.1	1835529	1862957	2656	1468	25960	2794	1792	1903.26975476839	1220.70844686649	36.7829918898603	25.6378729828651	4	15	1	1	3	29	0	0	0	0	1	0	0.25	0
LOC103894132	NW_008794630.1	2002631	2008636	934	934	5071	259	146	277.301927194861	156.316916488223	5.3591954127871	3.28303884542262	6	28	1	1	4	24	3	3	0	0	0	0	0.166666666666667	0.75
LOC103894133	NW_008794630.1	2025475	2030474	960	960	4039	1176	751	1225	782.291666666667	23.6746078437852	16.4300447310229	5	12	4	8	4	43	1	1	0	0	0	0	0.8	0.25
LOC103894135	NW_008794630.1	2131833	2134910	682	374	2703	3	2	8.02139037433155	5.3475935828877	0.155023078754459	0.112312588148294	0	0	0	0	0	0	0	0	0	0	0	0		
LOC103894140	NW_008794631.1	112651	113514	863	863	0	1	7	1.15874855156431	8.11123986095018	0.0223942184063993	0.170355941930611	2	10	7	53	1	26	3	4	0	2	0	0	3.5	3
LOC103894141	NW_008794631.1	135015	135935	920	920	0	37	10	40.2173913043478	10.8695652173913	0.777249769494278	0.228287543301424	3	7	1	1	0	0	0	0	0	0	0	0	0.333333333333333	
LOC103894142	NW_008794631.1	463112	551056	1926	738	87206	4510	3077	6111.11111111111	4169.37669376694	118.10461962886	87.5671421516806	2	6	0	0	3	6	0	0	0	0	0	0	0	0
LOC103894155	NW_008794631.1	3149610	3213733	7384	6717	57406	8270	7025	1231.20440672919	1045.85380378145	23.7945155141664	21.9654963876299	12	110	17	100	14	147	24	136	3	0	1	5	1.41666666666667	1.71428571428571
LOC103894158	NW_008794631.1	3329789	3352431	1059	906	21736	81	168	89.4039735099338	185.430463576159	1.72784001022354	3.89449477844019	4	32	8	71	3	9	3	51	0	0	0	1	2	1
LOC103894162	NW_008794631.1	280083	440157	1453	1449	158625	649	639	447.895100069013	440.993788819876	8.65611497900964	9.26195175680063	6	38	1	3	5	44	0	0	0	0	0	0	0.166666666666667	0
LOC103894172	NW_008794631.1	2118330	2125597	2371	2371	4896	2	10	0.843525938422607	4.21762969211303	0.0163021598352784	0.0885805735290215	2	18	3	14	8	26	6	6	0	0	1	0	1.5	0.75
LOC103894177	NW_008794631.1	3356083	3356546	358	358	105	1	4	2.79329608938548	11.1731843575419	0.0539838281696162	0.234664290321017	3	6	2	3	0	0	3	5	0	0	0	0	0.666666666666667	
LOC103894182	NW_008794645.1	80209	84634	1456	581	3844	4173	3809	7182.44406196214	6555.93803786575	138.809425736226	137.690786960467	0	0	0	0	0	0	2	47	0	0	0	0		
LOC103894185	NW_008794645.1	8464	12433	1606	1293	2676	469	337	362.722351121423	260.634184068059	7.01004850528608	5.47395745747668	1	3	1	1	0	0	3	13	0	0	0	0	1	
LOC103894202	NW_008794665.1	2629788	2668975	1715	1712	37475	7	11	4.08878504672897	6.42523364485981	0.0790207204398704	0.134945673960888	3	13	7	12	3	82	3	13	0	0	0	0	2.33333333333333	1
LOC103894204	NW_008794665.1	2794279	2838408	3999	807	43322	2994	2705	3710.03717472119	3351.92069392813	71.7009593448073	70.3985601313412	2	5	3	36	1	1	1	1	0	0	0	0	1.5	1
LOC103894207	NW_008794665.1	4755084	4765016	1452	1164	8768	11914	8993	10235.3951890034	7725.94501718213	197.811401816997	162.263804704204	0	0	3	26	1	3	4	4	0	0	0	0		4
LOC103894208	NW_008794665.1	4787487	4793144	1137	1137	4520	11	3	9.67458223394899	2.63852242744063	0.186973012605056	0.0554154458673641	4	13	12	86	2	48	6	38	1	1	1	0	3	3
LOC103894209	NW_008794665.1	4797461	4809719	1175	1119	11139	14498	11164	12956.2109025916	9976.76496872207	250.394458987943	209.536547162085	6	13	4	23	4	46	5	32	0	0	0	0	0.666666666666667	1.25
LOC103894252	NW_008794665.1	9893452	9904105	893	893	9760	1363	1179	1526.31578947368	1320.26875699888	29.497900213524	27.7288838150267	5	28	0	0	3	3	2	18	0	0	0	0	0	0.666666666666667
LOC103894253	NW_008794665.1	9909263	9910280	509	509	508	1567	203	3078.58546168959	398.821218074656	59.4973906278199	8.37622428034852	1	3	0	0	2	84	1	23	0	0	0	0	0	0.5
LOC103894254	NW_008794665.1	9918099	9934826	1631	1596	15131	1924	559	1205.51378446115	350.250626566416	23.2980131407308	7.3561226672341	5	13	5	15	5	6	5	12	0	1	0	1	1	1
LOC103894256	NW_008794665.1	9989926	10006585	1346	1346	15313	29	11	21.5453194650817	8.17236255572065	0.41638937894276	0.171639668514889	3	44	1	1	1	3	3	45	1	0	1	1	0.333333333333333	3
LOC103894263	NW_008794665.1	1931	15173	900	678	12564	11025	12020	16261.0619469027	17728.6135693215	314.264705890954	372.344390685025	3	55	0	0	3	12	5	59	1	0	0	0	0	1.66666666666667
LOC103894264	NW_008794665.1	23386	44513	3746	2755	18372	675	830	245.009074410163	301.270417422868	4.73509694271788	6.32741807858321	7	33	7	91	10	73	4	121	0	1	0	1	1	0.4
LOC103894282	NW_008794665.1	6050332	6057222	2097	2097	4793	971	530	463.042441583214	252.742012398665	8.94885568939706	5.30820248515853	7	101	8	59	4	6	10	70	0	0	0	0	1.14285714285714	2.5
LOC103894286	NW_008794665.1	7677258	7687873	1579	1122	9493	1365	1272	1216.57754010695	1133.68983957219	23.511833611093	23.8102686874384	2	19	1	2	5	47	7	39	0	0	1	0	0.5	1.4
LOC103894298	NW_008794665.1	9906631	9908133	920	920	582	460	132	500	143.478260869565	9.6631052423613	3.0133955715788	1	1	12	138	2	5	0	0	0	1	0	0	12	0
LOC103894299	NW_008794665.1	10017006	10059973	1427	1427	41540	33	60	23.12543798178	42.0462508759636	0.446927081987278	0.883074449210834	1	5	0	0	3	35	1	2	0	0	0	0	0	0.333333333333333
LOC103894317	NW_008794708.1	40420	80371	2478	2203	37748	3205	3622	1454.83431684067	1644.12165229233	28.1164342276604	34.5305893459254	1	2	0	0	1	2	0	0	0	0	0	0	0	0
LOC103894319	NW_008794708.1	18108	26386	1140	1140	7138	1123	1247	985.087719298246	1093.85964912281	19.0380126090732	22.9737369453619	0	0	0	0	0	0	0	0	0	0	0	0		
LOC103894325	NW_008794708.1	247696	253512	1225	1225	4591	1367	563	1115.91836734694	459.591836734694	21.5664732511149	9.65255640231882	5	8	5	12	1	5	0	0	0	0	0	0	1	0
LOC103894327	NW_008794708.1	268263	287404	3009	2898	16243	3283	1906	1132.85024154589	657.694962042788	21.8937022157848	13.8132081756354	16	42	0	0	3	5	3	5	0	0	0	0	0	1
LOC103894332	NW_008794708.1	353828	368648	1972	1972	12848	60	98	30.4259634888438	49.6957403651116	0.58801857458588	1.0437325002057	6	15	0	0	0	0	0	0	0	0	0	0	0	
LOC103894341	NW_008794709.1	1340304	1359004	1257	875	17825	1129	951	1290.28571428571	1086.85714285714	24.9363332997164	22.8266671297465	5	14	0	0	2	46	1	1	0	0	0	0	0	0.5
LOC103894343	NW_008794709.1	1480164	1486863	978	320	6379	2600	2095	8125	6546.875	157.025460188371	137.500440924739	1	1	0	0	1	2	0	0	0	0	0	0	0	0
LOC103894344	NW_008794709.1	1498448	1511500	4490	796	12256	3699	4160	4646.98492462312	5226.13065326633	89.8086087725991	109.761568558192	1	2	0	0	0	0	2	3	0	0	0	0	0	
LOC103894345	NW_008794084.1	370528	374392	1810	1810	2054	28	67	15.4696132596685	37.0165745856354	0.298969001973609	0.777438904370153	10	47	20	62	5	34	6	92	0	1	0	0	2	1.2
LOC103894353	NW_008794084.1	427847	432488	1424	1424	3217	70	23	49.1573033707865	16.1516853932584	0.950024391805184	0.33922502923161	11	85	5	10	4	7	3	7	0	0	0	0	0.454545454545455	0.75
LOC103894357	NW_008794709.1	3282217	3297201	1977	1366	13618	3631	4285	2658.12591508053	3136.89604685212	51.3715009297421	65.8825148757594	4	27	2	5	5	82	7	21	0	0	0	0	0.5	1.4
LOC103894364	NW_008794709.1	168792	176725	1069	305	7628	14518	14604	47600	47881.9672131148	919.927619072796	1005.63881304396	0	0	0	0	0	0	1	40	0	0	0	0		
LOC103894394	NW_008794710.1	2103812	2126174	1793	554	21808	12232	8135	22079.4223826715	14684.1155234657	426.711564348604	308.402460573379	0	0	0	0	0	0	1	2	0	0	0	0		
LOC103894403	NW_008794084.1	1155237	1161439	2254	2254	3948	13555	10316	6013.75332741792	4576.75244010648	116.22306260888	96.1230325182649	15	67	10	75	6	16	8	20	0	0	0	0	0.666666666666667	1.33333333333333
LOC103894409	NW_008794711.1	29395	57425	7246	2653	25377	6861	8181	2586.12891066717	3083.6788541274	49.9800716681801	64.7648232344151	5	5	1	1	6	19	1	1	0	1	0	0	0.2	0.166666666666667
LOC103894440	NW_008794713.1	644700	649035	659	549	3786	46618	47800	84914.3897996357	87067.3952641166	1641.07337044954	1828.62896251793	0	0	0	0	4	8	0	0	0	0	0	0		0
LOC103894443	NW_008794713.1	272754	279132	2317	726	5652	5603	5675	7717.63085399449	7816.8044077135	149.152558327687	164.172074872828	4	19	2	2	2	27	1	2	0	0	0	0	0.5	0.5
LOC103894464	NW_008794723.1	40206	59582	1124	1065	18311	7	6	6.57276995305164	5.63380281690141	0.127026735580336	0.118323684415386	2	7	0	0	5	67	1	1	0	0	0	2	0	0.2
LOC103894466	NW_008794723.1	661241	877876	1540	1438	215197	280	220	194.71488178025	152.990264255911	3.763100789793	3.21317098499362	8	31	7	17	5	27	0	0	0	0	0	0	0.875	0
LOC103894473	NW_008794723.1	1178373	1191283	2700	2250	10660	1227	1207	545.333333333333	536.444444444445	10.5392267843354	11.2666497592726	11	101	6	62	10	93	4	16	1	0	0	1	0.545454545454545	0.4
LOC103894478	NW_008794723.1	1028696	1034032	508	391	4945	69	24	176.470588235294	61.381074168798	3.41050773259811	1.28915318570216	0	0	0	0	0	0	0	0	0	0	0	0		
LOC103894479	NW_008794723.1	1039740	1054492	1008	984	13768	99	73	100.609756097561	74.1869918699187	1.94440532315807	1.55810888293939	2	12	7	37	5	30	2	9	0	0	0	0	3.5	0.4
LOC103894490	NW_008794731.1	671022	718722	7060	4199	43501	762	310	181.471778994999	73.8271016908788	3.50716179789441	1.55055030601491	22	166	12	27	18	141	6	77	0	0	0	0	0.545454545454545	0.333333333333333
LOC103894495	NW_008794731.1	990714	1008698	1380	1232	16752	629	869	510.551948051948	705.357142857143	9.86703441143711	14.8142309349531	6	13	3	14	2	3	2	5	0	0	0	0	0.5	1
LOC103894519	NW_008794731.1	235803	237516	1233	1233	480	0	0	0	0	0	0	7	31	9	51	7	69	6	31	0	0	0	0	1.28571428571429	0.857142857142857
LOC103894524	NW_008794731.1	719620	727102	1468	1468	6014	118	102	80.3814713896458	69.4822888283379	1.553469235148	1.45929857380147	10	47	5	13	7	30	2	4	0	0	0	0	0.5	0.285714285714286
LOC103894550	NW_008794741.1	6906	29903	783	418	22579	210	207	502.392344497608	495.215311004785	9.70934019567403	10.400736781417	1	2	1	1	2	41	1	2	0	0	0	0	1	0.5
LOC103894572	NW_008794743.1	967664	969462	1509	1301	497	1425	381	1095.31129900077	292.851652574942	21.1682167107838	6.15060335726481	6	23	3	4	3	5	5	37	0	0	0	0	0.5	1.66666666666667
LOC103894596	NW_008794085.1	1825262	1846259	4662	2779	18218	61	61	21.9503418495862	21.9503418495862	0.424216926796718	0.461011044623099	8	50	7	67	5	10	9	17	0	0	0	0	0.875	1.8
LOC103894600	NW_008794743.1	2110073	2111740	520	384	1283	32	46	83.3333333333333	119.791666666667	1.61051754039355	2.51591896680111	0	0	1	3	0	0	0	0	0	0	0	0		
LOC103894602	NW_008794744.1	147225	147586	361	311	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
LOC103894622	NW_008794746.1	404878	411020	527	487	5655	99	101	203.285420944559	207.392197125257	3.92873683364997	4.35574507670807	0	0	0	0	1	19	2	5	0	0	0	0		2
LOC103894637	NW_008794747.1	1595937	1602325	1117	1035	5353	590	557	570.048309178744	538.16425120773	11.0168736096486	11.3027699216794	2	4	1	1	4	9	1	1	0	0	0	0	0.5	0.25
LOC103894648	NW_008794747.1	3355490	3369880	2254	446	13944	6314	4982	14156.9506726457	11170.4035874439	273.600208521387	234.605887324995	1	7	0	0	0	0	0	0	0	0	0	0	0	
LOC103894668	NW_008794747.1	3314858	3348110	2613	885	32367	3871	4128	4374.01129943503	4664.40677966102	84.5330630354364	97.9639887512334	2	16	2	12	1	1	1	2	0	0	0	0	1	1
LOC103894674	NW_008794085.1	2476293	2501952	5688	5475	20184	4	4	0.730593607305936	0.730593607305936	0.0141196058335873	0.015344258618251	18	161	16	113	13	86	16	67	0	0	1	1	0.888888888888889	1.23076923076923
LOC103894684	NW_008794085.1	2506373	2530630	5139	5139	19118	6	15	1.16754232340922	2.91885580852306	0.0225641686920287	0.0613031348036515	17	90	30	156	17	161	13	89	0	0	0	0	1.76470588235294	0.764705882352941
LOC103894697	NW_008794753.1	1726017	1727143	1118	1118	8	2	11	1.78890876565295	9.83899821109123	0.0345728273429742	0.206643107174455	9	55	11	40	2	2	6	79	0	0	1	0	1.22222222222222	3
LOC103894702	NW_008794753.1	1973116	1975426	1427	483	1827	15	63	31.055900621118	130.434782608696	0.600192872196354	2.73945051961709	4	24	3	8	1	1	2	2	0	0	0	0	0.75	2
LOC103894703	NW_008794753.1	1997599	1998628	802	471	558	10	20	21.2314225053079	42.4628450106157	0.410322940227656	0.891823948353758	1	4	0	0	2	2	4	20	0	0	0	0	0	2
LOC103894704	NW_008794753.1	1988077	1989960	1331	510	1373	21	48	41.1764705882353	94.1176470588235	0.795785137606225	1.97670155140998	4	31	2	5	3	11	3	23	0	0	0	0	0.5	1
LOC103894705	NW_008794753.1	2027049	2039669	1570	1454	11166	431	5569	296.423658872077	3830.12379642366	5.72874602401337	80.441998786381	5	57	3	41	5	21	2	3	0	0	1	0	0.6	0.4
LOC103894715	NW_008794753.1	2836193	2849599	3364	979	12427	1831	1640	1870.27579162411	1675.17875383044	36.1453436134087	35.1828646918477	0	0	0	0	1	1	0	0	0	0	0	0		0
LOC103894716	NW_008794753.1	2856642	2865260	2984	1222	7396	2385	1788	1951.71849427169	1463.17512274959	37.7193224272205	30.7302681856882	0	0	0	0	1	1	0	0	0	0	0	1		0
LOC103894717	NW_008794753.1	2867393	2884615	2787	2291	14931	1897	1650	828.022697512004	720.209515495417	16.0025409382448	15.1261672078377	8	65	1	1	0	0	0	0	0	0	0	0	0.125	
LOC103894721	NW_008794753.1	2983515	3022460	4164	1804	37141	3023	1856	1675.72062084257	1028.82483370288	32.3853294319936	21.6078462271645	5	20	5	16	5	39	7	60	0	0	0	0	1	1.4
LOC103894730	NW_008794753.1	3430951	3443990	4570	1055	11984	1193	794	1130.80568720379	752.60663507109	21.8541887282219	15.8065862209312	4	55	4	6	1	1	4	65	0	0	0	0	1	4
LOC103894737	NW_008793943.1	104006	110237	1136	1136	5095	1360	1862	1197.18309859155	1639.08450704225	23.1370125521327	34.4247969346013	2	3	2	4	1	8	0	0	0	0	0	0	1	0
LOC103894741	NW_008794753.1	3970751	4012768	3290	1764	40253	2392	1920	1356.00907029478	1088.43537414966	26.20651671171	22.8598138598433	8	41	2	2	4	9	0	0	0	0	0	0	0.25	0
LOC103894746	NW_008794753.1	4734263	4850602	7078	3889	112450	8144	6901	2094.11159681152	1774.49215736693	40.471241498478	37.2686898795906	11	84	1	3	7	13	5	10	0	0	0	0	0.0909090909090909	0.714285714285714
LOC103894754	NW_008794753.1	595952	598191	1383	1383	856	20	22	14.4613159797542	15.9074475777296	0.279482436510811	0.334095435749879	2	4	11	43	3	3	6	69	1	1	0	0	5.5	2
LOC103894766	NW_008794753.1	1111662	1121754	2857	1425	8667	525	532	368.421052631579	373.333333333333	7.12018281016096	7.84091615392624	13	65	5	8	7	26	8	51	0	0	0	0	0.384615384615385	1.14285714285714
LOC103894780	NW_008794753.1	3227471	3244952	808	725	16756	697	234	961.379310344828	322.758620689655	18.5798189073816	6.77872307888697	1	6	2	44	3	46	0	0	0	0	0	0	2	0
LOC103894785	NW_008794753.1	3784234	3795948	879	879	10835	26	53	29.5790671217292	60.2957906712173	0.571651277136277	1.26635956898492	5	85	2	4	2	17	5	49	0	0	0	1	0.4	2.5
LOC103894795	NW_008794754.1	2696	9502	813	813	5993	830	467	1020.91020910209	574.415744157442	19.7303255871092	12.0641402341973	0	0	0	0	0	0	0	0	0	0	0	0		
LOC103894797	NW_008794754.1	296481	337124	3425	3425	37218	59	26	17.2262773722628	7.59124087591241	0.332918662364564	0.159434687175768	7	43	27	164	9	12	12	60	0	1	1	1	3.85714285714286	1.33333333333333
